"transaction","status","__dt"
"61474","complete","2021-02-23 00:00:00.000"
"61448","complete","2021-02-23 00:00:00.000"
"48285","complete","2021-02-06 00:00:00.000"
"61412","complete","2021-02-23 00:00:00.000"
"48947","complete","2021-02-06 00:00:00.000"
"61331","complete","2021-02-23 00:00:00.000"
"66797","complete","2021-03-09 00:00:00.000"
"66680","complete","2021-03-09 00:00:00.000"
"66668","complete","2021-03-09 00:00:00.000"
"61562","complete","2021-02-23 00:00:00.000"
"48514","complete","2021-02-06 00:00:00.000"
"48906","complete","2021-02-06 00:00:00.000"
"59218","complete","2021-02-20 00:00:00.000"
"56560","complete","2021-02-14 00:00:00.000"
"48801","complete","2021-02-06 00:00:00.000"
"49074","complete","2021-02-06 00:00:00.000"
"41624","complete","2021-01-30 00:00:00.000"
"49511","complete","2021-02-07 00:00:00.000"
"61490","complete","2021-02-23 00:00:00.000"
"48686","complete","2021-02-06 00:00:00.000"
"56724","complete","2021-02-14 00:00:00.000"
"49191","complete","2021-02-06 00:00:00.000"
"61428","complete","2021-02-23 00:00:00.000"
"59304","complete","2021-02-20 00:00:00.000"
"48550","complete","2021-02-06 00:00:00.000"
"48331","complete","2021-02-06 00:00:00.000"
"49002","complete","2021-02-06 00:00:00.000"
"49003","complete","2021-02-06 00:00:00.000"
"48656","complete","2021-02-06 00:00:00.000"
"48682","complete","2021-02-06 00:00:00.000"
"49455","complete","2021-02-07 00:00:00.000"
"61430","complete","2021-02-23 00:00:00.000"
"61420","complete","2021-02-23 00:00:00.000"
"49456","complete","2021-02-07 00:00:00.000"
"48553","complete","2021-02-06 00:00:00.000"
"48877","complete","2021-02-06 00:00:00.000"
"48658","complete","2021-02-06 00:00:00.000"
"41823","complete","2021-01-30 00:00:00.000"
"49727","complete","2021-02-07 00:00:00.000"
"48692","complete","2021-02-06 00:00:00.000"
"49759","complete","2021-02-07 00:00:00.000"
"50417","complete","2021-02-07 00:00:00.000"
"42302","complete","2021-01-30 00:00:00.000"
"61439","complete","2021-02-23 00:00:00.000"
"49909","complete","2021-02-07 00:00:00.000"
"49346","complete","2021-02-07 00:00:00.000"
"41993","complete","2021-01-30 00:00:00.000"
"49812","complete","2021-02-07 00:00:00.000"
"49892","complete","2021-02-07 00:00:00.000"
"50221","complete","2021-02-07 00:00:00.000"
"49817","complete","2021-02-07 00:00:00.000"
"40656","complete","2021-01-29 00:00:00.000"
"49877","complete","2021-02-07 00:00:00.000"
"50232","complete","2021-02-07 00:00:00.000"
"66801","complete","2021-03-09 00:00:00.000"
"49647","complete","2021-02-07 00:00:00.000"
"48878","complete","2021-02-06 00:00:00.000"
"42161","complete","2021-01-30 00:00:00.000"
"48903","complete","2021-02-06 00:00:00.000"
"49821","complete","2021-02-07 00:00:00.000"
"50219","complete","2021-02-07 00:00:00.000"
"61489","complete","2021-02-23 00:00:00.000"
"48657","complete","2021-02-06 00:00:00.000"
"66746","complete","2021-03-09 00:00:00.000"
"50074","complete","2021-02-07 00:00:00.000"
"59348","complete","2021-02-20 00:00:00.000"
"61468","complete","2021-02-23 00:00:00.000"
"48654","complete","2021-02-06 00:00:00.000"
"41829","complete","2021-01-30 00:00:00.000"
"49199","complete","2021-02-06 00:00:00.000"
"61438","complete","2021-02-23 00:00:00.000"
"49276","complete","2021-02-06 00:00:00.000"
"41933","complete","2021-01-30 00:00:00.000"
"49594","complete","2021-02-07 00:00:00.000"
"49519","complete","2021-02-07 00:00:00.000"
"41496","complete","2021-01-30 00:00:00.000"
"48982","complete","2021-02-06 00:00:00.000"
"48651","complete","2021-02-06 00:00:00.000"
"49188","complete","2021-02-06 00:00:00.000"
"42325","complete","2021-01-30 00:00:00.000"
"48554","complete","2021-02-06 00:00:00.000"
"50093","complete","2021-02-07 00:00:00.000"
"66776","complete","2021-03-09 00:00:00.000"
"48687","complete","2021-02-06 00:00:00.000"
"49818","complete","2021-02-07 00:00:00.000"
"50350","complete","2021-02-07 00:00:00.000"
"49962","complete","2021-02-07 00:00:00.000"
"49732","complete","2021-02-07 00:00:00.000"
"41639","complete","2021-01-30 00:00:00.000"
"50609","complete","2021-02-07 00:00:00.000"
"50090","complete","2021-02-07 00:00:00.000"
"49463","complete","2021-02-07 00:00:00.000"
"50095","complete","2021-02-07 00:00:00.000"
"41832","complete","2021-01-30 00:00:00.000"
"48551","complete","2021-02-06 00:00:00.000"
"59282","complete","2021-02-20 00:00:00.000"
"59283","complete","2021-02-20 00:00:00.000"
"48676","complete","2021-02-06 00:00:00.000"
"48997","complete","2021-02-06 00:00:00.000"
"49320","complete","2021-02-07 00:00:00.000"
"49472","complete","2021-02-07 00:00:00.000"
"41476","complete","2021-01-30 00:00:00.000"
"48680","complete","2021-02-06 00:00:00.000"
"66882","complete","2021-03-09 00:00:00.000"
"49039","complete","2021-02-06 00:00:00.000"
"49133","complete","2021-02-06 00:00:00.000"
"41479","complete","2021-01-30 00:00:00.000"
"48566","complete","2021-02-06 00:00:00.000"
"66780","complete","2021-03-09 00:00:00.000"
"61403","complete","2021-02-23 00:00:00.000"
"59373","complete","2021-02-20 00:00:00.000"
"41471","complete","2021-01-30 00:00:00.000"
"49005","complete","2021-02-06 00:00:00.000"
"49006","complete","2021-02-06 00:00:00.000"
"59354","complete","2021-02-20 00:00:00.000"
"61555","complete","2021-02-23 00:00:00.000"
"66836","complete","2021-03-09 00:00:00.000"
"49050","complete","2021-02-06 00:00:00.000"
"48709","complete","2021-02-06 00:00:00.000"
"49219","complete","2021-02-06 00:00:00.000"
"49030","complete","2021-02-06 00:00:00.000"
"59361","complete","2021-02-20 00:00:00.000"
"48620","complete","2021-02-06 00:00:00.000"
"48977","complete","2021-02-06 00:00:00.000"
"49182","complete","2021-02-06 00:00:00.000"
"48564","complete","2021-02-06 00:00:00.000"
"49470","complete","2021-02-07 00:00:00.000"
"61496","complete","2021-02-23 00:00:00.000"
"66889","complete","2021-03-09 00:00:00.000"
"49512","complete","2021-02-07 00:00:00.000"
"41482","complete","2021-01-30 00:00:00.000"
"59410","complete","2021-02-20 00:00:00.000"
"41787","complete","2021-01-30 00:00:00.000"
"49282","complete","2021-02-06 00:00:00.000"
"61473","complete","2021-02-23 00:00:00.000"
"61556","complete","2021-02-23 00:00:00.000"
"66880","complete","2021-03-09 00:00:00.000"
"48552","complete","2021-02-06 00:00:00.000"
"49829","complete","2021-02-07 00:00:00.000"
"42229","complete","2021-01-30 00:00:00.000"
"49774","complete","2021-02-07 00:00:00.000"
"42403","complete","2021-01-30 00:00:00.000"
"41901","complete","2021-01-30 00:00:00.000"
"50164","complete","2021-02-07 00:00:00.000"
"49725","complete","2021-02-07 00:00:00.000"
"49746","complete","2021-02-07 00:00:00.000"
"49665","complete","2021-02-07 00:00:00.000"
"41947","complete","2021-01-30 00:00:00.000"
"41948","complete","2021-01-30 00:00:00.000"
"50168","complete","2021-02-07 00:00:00.000"
"49704","complete","2021-02-07 00:00:00.000"
"49887","complete","2021-02-07 00:00:00.000"
"50347","complete","2021-02-07 00:00:00.000"
"42158","complete","2021-01-30 00:00:00.000"
"42383","complete","2021-01-30 00:00:00.000"
"50507","complete","2021-02-07 00:00:00.000"
"50602","complete","2021-02-07 00:00:00.000"
"50603","complete","2021-02-07 00:00:00.000"
"42446","complete","2021-01-30 00:00:00.000"
"41898","complete","2021-01-30 00:00:00.000"
"50560","complete","2021-02-07 00:00:00.000"
"49632","complete","2021-02-07 00:00:00.000"
"49975","complete","2021-02-07 00:00:00.000"
"49862","complete","2021-02-07 00:00:00.000"
"42393","complete","2021-01-30 00:00:00.000"
"50611","complete","2021-02-07 00:00:00.000"
"50139","complete","2021-02-07 00:00:00.000"
"49739","complete","2021-02-07 00:00:00.000"
"42499","complete","2021-01-30 00:00:00.000"
"49651","complete","2021-02-07 00:00:00.000"
"50314","complete","2021-02-07 00:00:00.000"
"40704","complete","2021-01-29 00:00:00.000"
"49842","complete","2021-02-07 00:00:00.000"
"50157","complete","2021-02-07 00:00:00.000"
"50065","complete","2021-02-07 00:00:00.000"
"49869","complete","2021-02-07 00:00:00.000"
"42144","complete","2021-01-30 00:00:00.000"
"49888","complete","2021-02-07 00:00:00.000"
"42408","complete","2021-01-30 00:00:00.000"
"49653","complete","2021-02-07 00:00:00.000"
"49942","complete","2021-02-07 00:00:00.000"
"50554","complete","2021-02-07 00:00:00.000"
"50322","complete","2021-02-07 00:00:00.000"
"42307","complete","2021-01-30 00:00:00.000"
"42313","complete","2021-01-30 00:00:00.000"
"49875","complete","2021-02-07 00:00:00.000"
"49750","complete","2021-02-07 00:00:00.000"
"40897","complete","2021-01-29 00:00:00.000"
"49903","complete","2021-02-07 00:00:00.000"
"42343","complete","2021-01-30 00:00:00.000"
"42277","complete","2021-01-30 00:00:00.000"
"50233","complete","2021-02-07 00:00:00.000"
"42449","complete","2021-01-30 00:00:00.000"
"49870","complete","2021-02-07 00:00:00.000"
"42348","complete","2021-01-30 00:00:00.000"
"49588","complete","2021-02-07 00:00:00.000"
"41904","complete","2021-01-30 00:00:00.000"
"40616","complete","2021-01-29 00:00:00.000"
"40930","complete","2021-01-29 00:00:00.000"
"49721","complete","2021-02-07 00:00:00.000"
"42053","complete","2021-01-30 00:00:00.000"
"50061","complete","2021-02-07 00:00:00.000"
"49860","complete","2021-02-07 00:00:00.000"
"41796","complete","2021-01-30 00:00:00.000"
"41826","complete","2021-01-30 00:00:00.000"
"50091","complete","2021-02-07 00:00:00.000"
"42145","complete","2021-01-30 00:00:00.000"
"50094","complete","2021-02-07 00:00:00.000"
"62032","complete","2021-02-25 00:00:00.000"
"26733","complete","2021-01-12 00:00:00.000"
"62204","complete","2021-02-25 00:00:00.000"
"62143","complete","2021-02-25 00:00:00.000"
"62256","complete","2021-02-25 00:00:00.000"
"62106","complete","2021-02-25 00:00:00.000"
"62134","complete","2021-02-25 00:00:00.000"
"26745","complete","2021-01-12 00:00:00.000"
"20978","complete","2021-01-09 00:00:00.000"
"62144","complete","2021-02-25 00:00:00.000"
"62008","complete","2021-02-25 00:00:00.000"
"60911","complete","2021-02-22 00:00:00.000"
"60795","complete","2021-02-22 00:00:00.000"
"26670","complete","2021-01-12 00:00:00.000"
"27123","complete","2021-01-12 00:00:00.000"
"61098","complete","2021-02-22 00:00:00.000"
"60782","complete","2021-02-22 00:00:00.000"
"62169","complete","2021-02-25 00:00:00.000"
"20761","complete","2021-01-09 00:00:00.000"
"26728","complete","2021-01-12 00:00:00.000"
"60821","complete","2021-02-22 00:00:00.000"
"40994","complete","2021-01-29 00:00:00.000"
"26560","complete","2021-01-12 00:00:00.000"
"62006","complete","2021-02-25 00:00:00.000"
"62136","complete","2021-02-25 00:00:00.000"
"40973","complete","2021-01-29 00:00:00.000"
"62047","complete","2021-02-25 00:00:00.000"
"20879","complete","2021-01-09 00:00:00.000"
"60801","complete","2021-02-22 00:00:00.000"
"60803","complete","2021-02-22 00:00:00.000"
"62021","complete","2021-02-25 00:00:00.000"
"26730","complete","2021-01-12 00:00:00.000"
"26709","complete","2021-01-12 00:00:00.000"
"60811","complete","2021-02-22 00:00:00.000"
"27021","complete","2021-01-12 00:00:00.000"
"62280","complete","2021-02-25 00:00:00.000"
"26603","complete","2021-01-12 00:00:00.000"
"60913","complete","2021-02-22 00:00:00.000"
"26749","complete","2021-01-12 00:00:00.000"
"26935","complete","2021-01-12 00:00:00.000"
"26502","complete","2021-01-12 00:00:00.000"
"62121","complete","2021-02-25 00:00:00.000"
"60740","complete","2021-02-22 00:00:00.000"
"41029","complete","2021-01-29 00:00:00.000"
"62201","complete","2021-02-25 00:00:00.000"
"62165","complete","2021-02-25 00:00:00.000"
"62087","complete","2021-02-25 00:00:00.000"
"61110","complete","2021-02-22 00:00:00.000"
"61111","complete","2021-02-22 00:00:00.000"
"41017","complete","2021-01-29 00:00:00.000"
"62028","complete","2021-02-25 00:00:00.000"
"60823","complete","2021-02-22 00:00:00.000"
"62070","complete","2021-02-25 00:00:00.000"
"61085","complete","2021-02-22 00:00:00.000"
"60925","complete","2021-02-22 00:00:00.000"
"26890","complete","2021-01-12 00:00:00.000"
"26470","complete","2021-01-12 00:00:00.000"
"20763","complete","2021-01-09 00:00:00.000"
"62133","complete","2021-02-25 00:00:00.000"
"62223","complete","2021-02-25 00:00:00.000"
"62058","complete","2021-02-25 00:00:00.000"
"60970","complete","2021-02-22 00:00:00.000"
"60991","complete","2021-02-22 00:00:00.000"
"61112","complete","2021-02-22 00:00:00.000"
"62183","complete","2021-02-25 00:00:00.000"
"62185","complete","2021-02-25 00:00:00.000"
"60819","complete","2021-02-22 00:00:00.000"
"27126","complete","2021-01-12 00:00:00.000"
"41026","complete","2021-01-29 00:00:00.000"
"60872","complete","2021-02-22 00:00:00.000"
"26943","complete","2021-01-12 00:00:00.000"
"26506","complete","2021-01-12 00:00:00.000"
"26505","complete","2021-01-12 00:00:00.000"
"61086","complete","2021-02-22 00:00:00.000"
"62020","complete","2021-02-25 00:00:00.000"
"62045","complete","2021-02-25 00:00:00.000"
"62049","complete","2021-02-25 00:00:00.000"
"62210","complete","2021-02-25 00:00:00.000"
"60760","complete","2021-02-22 00:00:00.000"
"60761","complete","2021-02-22 00:00:00.000"
"41111","complete","2021-01-29 00:00:00.000"
"62130","complete","2021-02-25 00:00:00.000"
"62132","complete","2021-02-25 00:00:00.000"
"60863","complete","2021-02-22 00:00:00.000"
"60783","complete","2021-02-22 00:00:00.000"
"61109","complete","2021-02-22 00:00:00.000"
"41078","complete","2021-01-29 00:00:00.000"
"41069","complete","2021-01-29 00:00:00.000"
"62005","complete","2021-02-25 00:00:00.000"
"62011","complete","2021-02-25 00:00:00.000"
"61046","complete","2021-02-22 00:00:00.000"
"62166","complete","2021-02-25 00:00:00.000"
"62167","complete","2021-02-25 00:00:00.000"
"60945","complete","2021-02-22 00:00:00.000"
"60794","complete","2021-02-22 00:00:00.000"
"60813","complete","2021-02-22 00:00:00.000"
"41138","complete","2021-01-29 00:00:00.000"
"62261","complete","2021-02-25 00:00:00.000"
"62186","complete","2021-02-25 00:00:00.000"
"41013","complete","2021-01-29 00:00:00.000"
"26692","complete","2021-01-12 00:00:00.000"
"62027","complete","2021-02-25 00:00:00.000"
"41353","complete","2021-01-29 00:00:00.000"
"27187","complete","2021-01-12 00:00:00.000"
"67077","complete","2021-03-10 00:00:00.000"
"22310","complete","2021-01-09 00:00:00.000"
"22312","complete","2021-01-09 00:00:00.000"
"67113","complete","2021-03-10 00:00:00.000"
"62482","complete","2021-02-26 00:00:00.000"
"62478","complete","2021-02-26 00:00:00.000"
"64517","complete","2021-03-04 00:00:00.000"
"62312","complete","2021-02-26 00:00:00.000"
"21332","complete","2021-01-09 00:00:00.000"
"62503","complete","2021-02-26 00:00:00.000"
"62334","complete","2021-02-26 00:00:00.000"
"22025","complete","2021-01-09 00:00:00.000"
"22625","complete","2021-01-09 00:00:00.000"
"67228","complete","2021-03-10 00:00:00.000"
"64501","complete","2021-03-04 00:00:00.000"
"21195","complete","2021-01-09 00:00:00.000"
"62435","complete","2021-02-26 00:00:00.000"
"21239","complete","2021-01-09 00:00:00.000"
"66899","complete","2021-03-10 00:00:00.000"
"67045","complete","2021-03-10 00:00:00.000"
"64500","complete","2021-03-04 00:00:00.000"
"62338","complete","2021-02-26 00:00:00.000"
"66981","complete","2021-03-10 00:00:00.000"
"66952","complete","2021-03-10 00:00:00.000"
"67031","complete","2021-03-10 00:00:00.000"
"22313","complete","2021-01-09 00:00:00.000"
"62438","complete","2021-02-26 00:00:00.000"
"64638","complete","2021-03-04 00:00:00.000"
"62390","complete","2021-02-26 00:00:00.000"
"22143","complete","2021-01-09 00:00:00.000"
"62431","complete","2021-02-26 00:00:00.000"
"67019","complete","2021-03-10 00:00:00.000"
"64556","complete","2021-03-04 00:00:00.000"
"67006","complete","2021-03-10 00:00:00.000"
"29247","complete","2021-01-16 00:00:00.000"
"59559","complete","2021-02-21 00:00:00.000"
"29725","complete","2021-01-16 00:00:00.000"
"28898","complete","2021-01-16 00:00:00.000"
"59589","complete","2021-02-21 00:00:00.000"
"64616","complete","2021-03-04 00:00:00.000"
"64676","complete","2021-03-04 00:00:00.000"
"28159","complete","2021-01-15 00:00:00.000"
"64592","complete","2021-03-04 00:00:00.000"
"28220","complete","2021-01-15 00:00:00.000"
"62389","complete","2021-02-26 00:00:00.000"
"64596","complete","2021-03-04 00:00:00.000"
"64597","complete","2021-03-04 00:00:00.000"
"67137","complete","2021-03-10 00:00:00.000"
"28809","complete","2021-01-16 00:00:00.000"
"21262","complete","2021-01-09 00:00:00.000"
"62430","complete","2021-02-26 00:00:00.000"
"64580","complete","2021-03-04 00:00:00.000"
"64581","complete","2021-03-04 00:00:00.000"
"64720","complete","2021-03-04 00:00:00.000"
"64703","complete","2021-03-04 00:00:00.000"
"64613","complete","2021-03-04 00:00:00.000"
"29719","complete","2021-01-16 00:00:00.000"
"66945","complete","2021-03-10 00:00:00.000"
"62327","complete","2021-02-26 00:00:00.000"
"64727","complete","2021-03-04 00:00:00.000"
"21236","complete","2021-01-09 00:00:00.000"
"66953","complete","2021-03-10 00:00:00.000"
"66954","complete","2021-03-10 00:00:00.000"
"64497","complete","2021-03-04 00:00:00.000"
"64646","complete","2021-03-04 00:00:00.000"
"66897","complete","2021-03-10 00:00:00.000"
"67041","complete","2021-03-10 00:00:00.000"
"62407","complete","2021-02-26 00:00:00.000"
"28771","complete","2021-01-16 00:00:00.000"
"22472","complete","2021-01-09 00:00:00.000"
"22105","complete","2021-01-09 00:00:00.000"
"62436","complete","2021-02-26 00:00:00.000"
"67060","complete","2021-03-10 00:00:00.000"
"28875","complete","2021-01-16 00:00:00.000"
"21645","complete","2021-01-09 00:00:00.000"
"64717","complete","2021-03-04 00:00:00.000"
"67097","complete","2021-03-10 00:00:00.000"
"62409","complete","2021-02-26 00:00:00.000"
"29506","complete","2021-01-16 00:00:00.000"
"62462","complete","2021-02-26 00:00:00.000"
"29582","complete","2021-01-16 00:00:00.000"
"67160","complete","2021-03-10 00:00:00.000"
"22645","complete","2021-01-09 00:00:00.000"
"21166","complete","2021-01-09 00:00:00.000"
"59526","complete","2021-02-21 00:00:00.000"
"64677","complete","2021-03-04 00:00:00.000"
"64678","complete","2021-03-04 00:00:00.000"
"21750","complete","2021-01-09 00:00:00.000"
"59472","complete","2021-02-21 00:00:00.000"
"22309","complete","2021-01-09 00:00:00.000"
"62476","complete","2021-02-26 00:00:00.000"
"62353","complete","2021-02-26 00:00:00.000"
"59558","complete","2021-02-21 00:00:00.000"
"62437","complete","2021-02-26 00:00:00.000"
"28658","complete","2021-01-16 00:00:00.000"
"64519","complete","2021-03-04 00:00:00.000"
"29521","complete","2021-01-16 00:00:00.000"
"64716","complete","2021-03-04 00:00:00.000"
"22020","complete","2021-01-09 00:00:00.000"
"62408","complete","2021-02-26 00:00:00.000"
"29172","complete","2021-01-16 00:00:00.000"
"64532","complete","2021-03-04 00:00:00.000"
"22641","complete","2021-01-09 00:00:00.000"
"47990","complete","2021-02-05 00:00:00.000"
"64694","complete","2021-03-04 00:00:00.000"
"59595","complete","2021-02-21 00:00:00.000"
"47848","complete","2021-02-05 00:00:00.000"
"62314","complete","2021-02-26 00:00:00.000"
"64558","complete","2021-03-04 00:00:00.000"
"29716","complete","2021-01-16 00:00:00.000"
"67061","complete","2021-03-10 00:00:00.000"
"67215","complete","2021-03-10 00:00:00.000"
"67107","complete","2021-03-10 00:00:00.000"
"59642","complete","2021-02-21 00:00:00.000"
"59903","complete","2021-02-21 00:00:00.000"
"59902","complete","2021-02-21 00:00:00.000"
"29727","complete","2021-01-16 00:00:00.000"
"29279","complete","2021-01-16 00:00:00.000"
"59867","complete","2021-02-21 00:00:00.000"
"62428","complete","2021-02-26 00:00:00.000"
"29417","complete","2021-01-16 00:00:00.000"
"60566","complete","2021-02-21 00:00:00.000"
"60511","complete","2021-02-21 00:00:00.000"
"59685","complete","2021-02-21 00:00:00.000"
"60085","complete","2021-02-21 00:00:00.000"
"28938","complete","2021-01-16 00:00:00.000"
"59916","complete","2021-02-21 00:00:00.000"
"59783","complete","2021-02-21 00:00:00.000"
"60451","complete","2021-02-21 00:00:00.000"
"29369","complete","2021-01-16 00:00:00.000"
"22549","complete","2021-01-09 00:00:00.000"
"59619","complete","2021-02-21 00:00:00.000"
"62378","complete","2021-02-26 00:00:00.000"
"62340","complete","2021-02-26 00:00:00.000"
"66927","complete","2021-03-10 00:00:00.000"
"62302","complete","2021-02-26 00:00:00.000"
"60047","complete","2021-02-21 00:00:00.000"
"47817","complete","2021-02-05 00:00:00.000"
"60238","complete","2021-02-21 00:00:00.000"
"47832","complete","2021-02-05 00:00:00.000"
"60608","complete","2021-02-21 00:00:00.000"
"59862","complete","2021-02-21 00:00:00.000"
"59870","complete","2021-02-21 00:00:00.000"
"62577","complete","2021-02-26 00:00:00.000"
"62498","complete","2021-02-26 00:00:00.000"
"64724","complete","2021-03-04 00:00:00.000"
"47915","complete","2021-02-05 00:00:00.000"
"64708","complete","2021-03-04 00:00:00.000"
"62450","complete","2021-02-26 00:00:00.000"
"47742","complete","2021-02-05 00:00:00.000"
"66898","complete","2021-03-10 00:00:00.000"
"29626","complete","2021-01-16 00:00:00.000"
"62335","complete","2021-02-26 00:00:00.000"
"67123","complete","2021-03-10 00:00:00.000"
"21263","complete","2021-01-09 00:00:00.000"
"21264","complete","2021-01-09 00:00:00.000"
"28178","complete","2021-01-15 00:00:00.000"
"64518","complete","2021-03-04 00:00:00.000"
"28441","complete","2021-01-15 00:00:00.000"
"21341","complete","2021-01-09 00:00:00.000"
"67039","complete","2021-03-10 00:00:00.000"
"29724","complete","2021-01-16 00:00:00.000"
"60671","complete","2021-02-21 00:00:00.000"
"59793","complete","2021-02-21 00:00:00.000"
"22509","complete","2021-01-09 00:00:00.000"
"47868","complete","2021-02-05 00:00:00.000"
"29540","complete","2021-01-16 00:00:00.000"
"64593","complete","2021-03-04 00:00:00.000"
"22655","complete","2021-01-09 00:00:00.000"
"29593","complete","2021-01-16 00:00:00.000"
"47867","complete","2021-02-05 00:00:00.000"
"62395","complete","2021-02-26 00:00:00.000"
"62585","complete","2021-02-26 00:00:00.000"
"28468","complete","2021-01-15 00:00:00.000"
"64595","complete","2021-03-04 00:00:00.000"
"22624","complete","2021-01-09 00:00:00.000"
"64536","complete","2021-03-04 00:00:00.000"
"62429","complete","2021-02-26 00:00:00.000"
"29292","complete","2021-01-16 00:00:00.000"
"28770","complete","2021-01-16 00:00:00.000"
"60489","complete","2021-02-21 00:00:00.000"
"64511","complete","2021-03-04 00:00:00.000"
"28052","complete","2021-01-15 00:00:00.000"
"28160","complete","2021-01-15 00:00:00.000"
"60723","complete","2021-02-21 00:00:00.000"
"28054","complete","2021-01-15 00:00:00.000"
"28715","complete","2021-01-16 00:00:00.000"
"21364","complete","2021-01-09 00:00:00.000"
"47894","complete","2021-02-05 00:00:00.000"
"62453","complete","2021-02-26 00:00:00.000"
"21202","complete","2021-01-09 00:00:00.000"
"62520","complete","2021-02-26 00:00:00.000"
"67212","complete","2021-03-10 00:00:00.000"
"28570","complete","2021-01-15 00:00:00.000"
"64699","complete","2021-03-04 00:00:00.000"
"22436","complete","2021-01-09 00:00:00.000"
"29473","complete","2021-01-16 00:00:00.000"
"59926","complete","2021-02-21 00:00:00.000"
"64569","complete","2021-03-04 00:00:00.000"
"47706","complete","2021-02-05 00:00:00.000"
"62519","complete","2021-02-26 00:00:00.000"
"29721","complete","2021-01-16 00:00:00.000"
"28913","complete","2021-01-16 00:00:00.000"
"47849","complete","2021-02-05 00:00:00.000"
"60144","complete","2021-02-21 00:00:00.000"
"47870","complete","2021-02-05 00:00:00.000"
"47871","complete","2021-02-05 00:00:00.000"
"29723","complete","2021-01-16 00:00:00.000"
"28315","complete","2021-01-15 00:00:00.000"
"47864","complete","2021-02-05 00:00:00.000"
"47865","complete","2021-02-05 00:00:00.000"
"47761","complete","2021-02-05 00:00:00.000"
"64505","complete","2021-03-04 00:00:00.000"
"47581","complete","2021-02-05 00:00:00.000"
"59453","complete","2021-02-21 00:00:00.000"
"47972","complete","2021-02-05 00:00:00.000"
"59931","complete","2021-02-21 00:00:00.000"
"64704","complete","2021-03-04 00:00:00.000"
"59994","complete","2021-02-21 00:00:00.000"
"62357","complete","2021-02-26 00:00:00.000"
"59851","complete","2021-02-21 00:00:00.000"
"59873","complete","2021-02-21 00:00:00.000"
"29067","complete","2021-01-16 00:00:00.000"
"67093","complete","2021-03-10 00:00:00.000"
"47713","complete","2021-02-05 00:00:00.000"
"47714","complete","2021-02-05 00:00:00.000"
"60734","complete","2021-02-21 00:00:00.000"
"62328","complete","2021-02-26 00:00:00.000"
"47643","complete","2021-02-05 00:00:00.000"
"60240","complete","2021-02-21 00:00:00.000"
"59929","complete","2021-02-21 00:00:00.000"
"59461","complete","2021-02-21 00:00:00.000"
"67229","complete","2021-03-10 00:00:00.000"
"59904","complete","2021-02-21 00:00:00.000"
"64524","complete","2021-03-04 00:00:00.000"
"47625","complete","2021-02-05 00:00:00.000"
"59795","complete","2021-02-21 00:00:00.000"
"28462","complete","2021-01-15 00:00:00.000"
"64650","complete","2021-03-04 00:00:00.000"
"64533","complete","2021-03-04 00:00:00.000"
"59863","complete","2021-02-21 00:00:00.000"
"60154","complete","2021-02-21 00:00:00.000"
"59856","complete","2021-02-21 00:00:00.000"
"59784","complete","2021-02-21 00:00:00.000"
"29726","complete","2021-01-16 00:00:00.000"
"60635","complete","2021-02-21 00:00:00.000"
"29341","complete","2021-01-16 00:00:00.000"
"60237","complete","2021-02-21 00:00:00.000"
"29315","complete","2021-01-16 00:00:00.000"
"60207","complete","2021-02-21 00:00:00.000"
"64594","complete","2021-03-04 00:00:00.000"
"29586","complete","2021-01-16 00:00:00.000"
"64617","complete","2021-03-04 00:00:00.000"
"59899","complete","2021-02-21 00:00:00.000"
"59509","complete","2021-02-21 00:00:00.000"
"47872","complete","2021-02-05 00:00:00.000"
"64721","complete","2021-03-04 00:00:00.000"
"29720","complete","2021-01-16 00:00:00.000"
"64608","complete","2021-03-04 00:00:00.000"
"29678","complete","2021-01-16 00:00:00.000"
"64647","complete","2021-03-04 00:00:00.000"
"59831","complete","2021-02-21 00:00:00.000"
"28710","complete","2021-01-16 00:00:00.000"
"64718","complete","2021-03-04 00:00:00.000"
"29722","complete","2021-01-16 00:00:00.000"
"60201","complete","2021-02-21 00:00:00.000"
"64629","complete","2021-03-04 00:00:00.000"
"59796","complete","2021-02-21 00:00:00.000"
"59797","complete","2021-02-21 00:00:00.000"
"59505","complete","2021-02-21 00:00:00.000"
"64700","complete","2021-03-04 00:00:00.000"
"60684","complete","2021-02-21 00:00:00.000"
"67244","complete","2021-03-11 00:00:00.000"
"28908","complete","2021-01-16 00:00:00.000"
"47863","complete","2021-02-05 00:00:00.000"
"60338","complete","2021-02-21 00:00:00.000"
"64649","complete","2021-03-04 00:00:00.000"
"59925","complete","2021-02-21 00:00:00.000"
"29296","complete","2021-01-16 00:00:00.000"
"59771","complete","2021-02-21 00:00:00.000"
"60524","complete","2021-02-21 00:00:00.000"
"60121","complete","2021-02-21 00:00:00.000"
"60062","complete","2021-02-21 00:00:00.000"
"60203","complete","2021-02-21 00:00:00.000"
"60063","complete","2021-02-21 00:00:00.000"
"47679","complete","2021-02-05 00:00:00.000"
"60212","complete","2021-02-21 00:00:00.000"
"60213","complete","2021-02-21 00:00:00.000"
"60502","complete","2021-02-21 00:00:00.000"
"47999","complete","2021-02-05 00:00:00.000"
"59962","complete","2021-02-21 00:00:00.000"
"59892","complete","2021-02-21 00:00:00.000"
"59894","complete","2021-02-21 00:00:00.000"
"59919","complete","2021-02-21 00:00:00.000"
"59930","complete","2021-02-21 00:00:00.000"
"47739","complete","2021-02-05 00:00:00.000"
