"id","terminal_id","tokens","cash","created_at","signature","__dt"
"41476","9","16.0","16.00","1611968300","d84baf15bc3e2744139bb82d9c3446a9a0a7110ab42abef032b3deae045fb037","2021-01-30 00:00:00.000"
"41993","19","8.0","8.00","1611989709","4d0d5675aec6e5d757f61b5dd06a492083cd32287b1a6b2986ac3f1cdd047175","2021-01-30 00:00:00.000"
"42307","5","2.0","2.00","1612000923","6b3fe636a2b76f2ab294f696bf0dfc467530e13110aa1eadcb1e449503add006","2021-01-30 00:00:00.000"
"39140","7","14.0","14.00","1611733165","e65c27f2a423345c030f9573cd1df10e98346102ecc14e5109ab8507087e87b1","2021-01-27 00:00:00.000"
"41829","11","4.0","4.00","1611984683","e1c9de9a043becb557b16a100b0f7ceee20cfd5ce8733a9f8bf74e60637357f2","2021-01-30 00:00:00.000"
"28809","14","14.0","14.00","1610770796","63cf75619a26c501ada07af4c103be5c6afe64f3e62d0e4157170b352f102490","2021-01-16 00:00:00.000"
"41832","2","20.0","20.00","1611984727","cf7c4968a9b50f2638050dae38cec23e7422ca0863fc8819668aa1c5283f7fce","2021-01-30 00:00:00.000"
"41901","12","10.0","10.00","1611987373","12b2a0fc42658f0bb57a6bf05b997b2f697cd7cc2f5a1e39c6c043b1669ba3bc","2021-01-30 00:00:00.000"
"57326","17","1.0","1.00","1613393319","c2f5157d4a5739af9b589e7ceb6d5bacd65e7cde1aa8140c948e87d4e50e81a4","2021-02-15 00:00:00.000"
"57400","19","20.0","20.00","1613429680","85ae457d45b18814b092eea6554f88a9353b62d89e2dea245fba81b5017c3ff6","2021-02-15 00:00:00.000"
"39136","4","20.0","20.00","1611732489","3f081fd0cd63109542826adb0f81c5881d87f525172d5a9b503e5d32c09c8296","2021-01-27 00:00:00.000"
"39137","4","1.0","1.00","1611732509","7e232935728548648cb1b92f59d64072f13db6c0e916f42c6a7c94784c3dad55","2021-01-27 00:00:00.000"
"28875","19","30.0","30.00","1610772758","9c3042415a0856c9077daf5c8c9d8d0adce1b29c0a7918c0f39a3d492b66fe8a","2021-01-16 00:00:00.000"
"41684","8","3.0","3.00","1611980006","43293b011639bc8b9f0f60d75afb604cf2f3f9bbeaa03d98e6b4c004c4d24cba","2021-01-30 00:00:00.000"
"39138","4","19.0","19.00","1611732538","cea54c9a79877d2556893233ef71a570b874b24e55655311d7ce32e41ec0d5b9","2021-01-27 00:00:00.000"
"57348","18","6.0","6.00","1613395670","350dbb3f1ee757ff7577fa7a3a2afeec37522cd6af5b5ffe9bea1665cbdb1719","2021-02-15 00:00:00.000"
"39224","13","1.0","1.00","1611736492","cdff7d944b39b5f2163386be875cc45f6bf96f5f382258400e9f369ad52544e8","2021-01-27 00:00:00.000"
"57207","14","10.0","10.00","1613383320","de906b2ef0e889e3cd1d2b0f6e44b7354ae22b9810cae780ae8aeaf2b31b92c1","2021-02-15 00:00:00.000"
"28771","9","39.0","38.00","1610769949","cb079af95b17193fed0c145388567d45ca401b2bafb20049931085715a9f5015","2021-01-16 00:00:00.000"
"39129","5","14.0","14.00","1611732041","ec7c1a87b971d74f8c4263755845fc81738c8c4ba609b858e7ab3faedbd9bdb1","2021-01-27 00:00:00.000"
"39225","13","1.0","1.00","1611736517","4695692504d0009174d8c09c91bddf94ef3cb50fa4e9a8e39bddf3ba40375ccb","2021-01-27 00:00:00.000"
"39226","9","12.0","12.00","1611736521","62d43b8623cd279fd8b31c011116887bcc7ea2830d23ed645429730c5cf2606d","2021-01-27 00:00:00.000"
"39228","9","2.0","2.00","1611737011","7c80f5aa9e0140fbab7777827b580bf3e61282510db3f927ecebeb93289e4bd5","2021-01-27 00:00:00.000"
"39168","5","6.0","6.00","1611734436","30e9ea10b102f3a479441fc6359e4662e2403cfd6ddcbe99a899c676c6258fa0","2021-01-27 00:00:00.000"
"64478","5","12.0","12.00","1614814573","34acd7cada729dc514e99297f679f9e8623971cae4183bdecef84874abe3d907","2021-03-03 00:00:00.000"
"39181","14","6.0","6.00","1611735022","b73d119839ac8813160cfb0c945d07a8f91011540805f031c4d1b0c70067cfdd","2021-01-27 00:00:00.000"
"42277","10","10.0","10.00","1611999525","ddf6bac4d99626627ab9222b3a0b1a99f12ac769ef3e44002b8c5ba5811adf77","2021-01-30 00:00:00.000"
"41471","9","8.0","8.00","1611967809","63cd6b8678d8c1cc8a274dc1136373e492835c46eb5322324244cdeebc140255","2021-01-30 00:00:00.000"
"42383","7","1.0","1.00","1612003442","4fe1e3db6c278b28b4529875681cbd28d221447adbe2da0776b0dd4d90867c2d","2021-01-30 00:00:00.000"
"64454","5","6.0","6.00","1614780117","5ca9cd433a2a4440ab78d96287bd71522c5d12891a13c5be9587a613a4e22027","2021-03-03 00:00:00.000"
"57327","17","10.0","10.00","1613393359","38d6f331e2f461b5d381e2aecac4ae2c51845b117f6367253a20d338db220c5f","2021-02-15 00:00:00.000"
"28908","8","20.0","20.00","1610773485","7168d88dbdc21effd9755c775e4382284a2fa3dc9e402fa05b6dbfb5aa5d08b1","2021-01-16 00:00:00.000"
"42446","14","10.0","10.00","1612006953","e8cb323dcebd3752044795a97924ffe5914d56b0b7e725019d932c50c8c70bc7","2021-01-30 00:00:00.000"
"41639","18","11.0","11.00","1611978390","2e7b262217ac4c631b37e0cefa0a29b7c15b5b3c1a5f66e75f93802a390b8ac3","2021-01-30 00:00:00.000"
"39227","13","1.0","1.00","1611736533","6187e771eb9752690cd410b7a3bde8e6645b886450799d57b87402ba45216ae2","2021-01-27 00:00:00.000"
"29247","15","26.0","25.00","1610782987","115600dbd27497e41a3315de7c95bbae6b97ce7c69c92946795c404e43a19b8d","2021-01-16 00:00:00.000"
"57140","17","20.0","20.00","1613377837","a42a44c32000c04462d7b62b6eaa5368d10352fff5d22912574af7d14032a8b0","2021-02-15 00:00:00.000"
"42403","14","30.0","30.00","1612005096","4755f658ca6b53bd6b534b4aaace25fc2992878f6238f13b6b476664918afcdc","2021-01-30 00:00:00.000"
"39142","14","6.0","6.00","1611733331","89e5fe08690461dac386fa8e168a323bccf5e4aa0aa9c8c5683c3115ab27fb43","2021-01-27 00:00:00.000"
"41787","18","40.0","40.00","1611982907","ec8ffb1f722febabd6ca08ff5de0e01d08decef0519795e1c47b307e5bb7f07d","2021-01-30 00:00:00.000"
"41796","8","1.0","1.00","1611983290","d428131cedc18de96dac41417cb142f9557b2670bb88f0139e4d872d0aa28862","2021-01-30 00:00:00.000"
"42408","14","2.0","2.00","1612005481","72765b32a951e46e6159a0ef36ac78728d515610ae05b060c732a02999581fe5","2021-01-30 00:00:00.000"
"41738","8","40.0","40.00","1611981388","f1bbcaff62eb050d3a9487b4777e9c4638a92942ce97be98cacac839e2b91937","2021-01-30 00:00:00.000"
"42158","2","1.0","1.00","1611995873","89b581c1a4e0bfd109a27dd113d8ae971859c4f65b1974a5c15f186d28ab4a6a","2021-01-30 00:00:00.000"
"28913","8","20.0","20.00","1610773594","5b4c63737e0a26694841194d3d87a57df7ed69b41fdc2428734c01b7b335cfda","2021-01-16 00:00:00.000"
"42053","19","6.0","6.00","1611991547","9da02c6fb54f67f48c940a08ce4e7265cb992a9e28a14a70c1945ca48b0af151","2021-01-30 00:00:00.000"
"57345","17","7.0","7.00","1613395220","c518c06321db2bf065f49fb1de15f15e5bfb184c524b1d8a5b808208d98774d5","2021-02-15 00:00:00.000"
"66651","4","30.0","30.00","1615251078","74963e8334ec68359f3fd36748283d11d5f2f9d05f107383ce569c244db18c84","2021-03-09 00:00:00.000"
"39214","13","1.0","1.00","1611736066","e43e286c170250311b43c4d96299e152daa04ceac621aa3582b0cf107bea41d7","2021-01-27 00:00:00.000"
"66653","3","40.0","40.00","1615251937","bf1f36a62eb3bd8fba96e25e6f3c5cd2c65d9fcbe6cb4073f5e58e96fca88479","2021-03-09 00:00:00.000"
"41496","9","6.0","6.00","1611969254","127acc35fcc44beb8d0cf50e59c8cc5bded1a656c9883d178a794eddac581ac3","2021-01-30 00:00:00.000"
"41679","8","40.0","40.00","1611979808","4a2586fda2be6e43743a3227bdde388b83bbc2af15a784fb6c79098774ffd59d","2021-01-30 00:00:00.000"
"29067","12","6.0","6.00","1610778145","a06fcf990134fc708e91626c09d99373f5e8f1af855bc5a2b5133a4137f5fa63","2021-01-16 00:00:00.000"
"57330","17","1.0","1.00","1613393435","36a9b9568928c4cf637557428d021038be215f380eadc5d9bbc9cb35695f5b93","2021-02-15 00:00:00.000"
"57332","17","1.0","1.00","1613393449","a8c512204e51ed486ca9d083c5b8d0f3917b43c35890e695e673ace365c22eee","2021-02-15 00:00:00.000"
"42313","10","14.0","14.00","1612001180","81be250b98d076737215fa49fe5f11512b3eb4cb03bf5318ae517d1045a21c91","2021-01-30 00:00:00.000"
"42449","7","16.0","16.00","1612007112","6f3d6162491926f2726393270e0dca8a23fe9335734db398e85f8401e9865fde","2021-01-30 00:00:00.000"
"42229","11","8.0","8.00","1611997832","6485f0452fbea807c46bac7dea9147e3199d15c8d1cd49716eecc0f776a93365","2021-01-30 00:00:00.000"
"42393","7","7.0","7.00","1612004053","473c2348f9061c2440cdf4a7b9bc1ffe5c6661f587c762f85fb8f3503b407adc","2021-01-30 00:00:00.000"
"41826","11","10.0","10.00","1611984643","f4a9145c9730ca9608ff064cd6cde35c9eff7a42b7ae0ebdd8f38d4c13593832","2021-01-30 00:00:00.000"
"41898","12","20.0","20.00","1611987276","f59005e5e31dfe983095e50596e5e44f0fa23065b2c6404deefaa3bb47fc9b6f","2021-01-30 00:00:00.000"
"41823","11","20.0","20.00","1611984605","72ddd37c1adc329ba58b0b8b0dff393b13a0e069ede83024275525b6107f4677","2021-01-30 00:00:00.000"
"41790","8","1.0","1.00","1611983123","3a24e4004d84f1f5206ae9937b517ee0d300b311719726265b5d90552804d42f","2021-01-30 00:00:00.000"
"41904","12","5.0","5.00","1611987401","9638df11b97c7aa9bf9678bd6ea73b54bbbf017c64f02d823153af12977e6644","2021-01-30 00:00:00.000"
"28658","2","25.0","25.00","1610767184","e037d1caf2c8eb405895874818578cfc7c2898ceba5cbd415c1a6de5b1098623","2021-01-16 00:00:00.000"
"57252","15","1.0","1.00","1613386802","e5753fb44f2519f73536dd243779d9d50cbf186493459907620bc63e3fbb2e22","2021-02-15 00:00:00.000"
"64426","5","2.0","2.00","1614776473","0c1c98ab252b9e3d65df424779085921905b4740f50131137dcc1d7c19b22d36","2021-03-03 00:00:00.000"
"42302","5","40.0","40.00","1612000660","aff34fe22255ca056e2d8804167b4099ef21742b0753492689472813a1dccdfa","2021-01-30 00:00:00.000"
"42343","14","20.0","20.00","1612002275","de8d76af1071ca87a004cb00dae66117157e59bccb2d3c311e92cbaeb62dd7db","2021-01-30 00:00:00.000"
"28898","12","24.0","23.00","1610773278","0ca341c3cf034c4cce2fe4870e63ceaaa4907eb085c5a74e9c0fbf54474bd944","2021-01-16 00:00:00.000"
"29172","15","10.0","10.00","1610781183","1cd7cb4d2250f9c2bafb636d3ad16735b7bf314148b919be2582a40f0660d01d","2021-01-16 00:00:00.000"
"39145","2","8.0","8.00","1611733550","52ad6315843e0f3e7fb46400e6c131a575b67660b7331660f78ec85394a0a773","2021-01-27 00:00:00.000"
"41624","7","6.0","6.00","1611977231","dcfc2c3d81205113e100e237a1a6a80195a548c9f5a7754587ac78778b2d6fec","2021-01-30 00:00:00.000"
"57282","9","40.0","40.00","1613390678","2864ef03878c2a4996e101a7a5358ba7ef80b33aec368a8b48be4c1f4a550776","2021-02-15 00:00:00.000"
"41479","9","2.0","2.00","1611968348","0bc252c4cd772ffed015b5fdd8beedf2bbab88e7ae4d327f04392270994c7746","2021-01-30 00:00:00.000"
"28770","9","1.0","1.00","1610769923","c79e6b70121564600d73d25f83a787c93094a42d35aec2c67b88ecda44388b5c","2021-01-16 00:00:00.000"
"28715","14","16.0","16.00","1610768548","a39218d1b6f186f843510fb399b2856e7330585aa87ae7fc8557dab269a73156","2021-01-16 00:00:00.000"
"28710","14","9.0","9.00","1610768451","a4c752a3297bd14edef78e88c01a7bdf4e564a50a2539da8174a19692f44777d","2021-01-16 00:00:00.000"
"28938","14","10.0","10.00","1610774275","e227b89b1d6015b8145d9d1ec48bd6417e26804f09c74dc4e96427701348fbae","2021-01-16 00:00:00.000"
"41947","14","20.0","20.00","1611988714","c15ee97efbe1d22baa0a83d4de5de24b8ef3a194591b3d3665974b8be21455d1","2021-01-30 00:00:00.000"
"41948","14","10.0","10.00","1611988736","6bb5a604231343d25e6172686ba49429146f2cdbd14741500135119ed36600dc","2021-01-30 00:00:00.000"
"41482","19","6.0","6.00","1611968983","9b4d2893a38b15173216725e4e51e25e5919ffbf986a288a4c84f4cc5c81280d","2021-01-30 00:00:00.000"
"57141","14","15.0","15.00","1613377963","292ed3e9cbe53fd45468825a3cf03e85c103e1648e7d82f255d5b6d299b89df6","2021-02-15 00:00:00.000"
"39411","4","50.0","50.00","1611747014","c9051581053bf5566f9ef64f35d68f7ac902b3e4c0b5b2fdf7e99f4f9d73a725","2021-01-27 00:00:00.000"
"57155","2","20.0","20.00","1613380192","507bc6a9048be6041fda95b6535dc2b0b7c74c7e17900c6ff86dedaae4a40878","2021-02-15 00:00:00.000"
"57198","10","30.0","30.00","1613382445","cb3e9634b57cdf2168f636bf401d52d0c238fcb5fb154550088ff651f8040aa2","2021-02-15 00:00:00.000"
"42325","7","10.0","10.00","1612001610","447a5da9391784859f0164935272b09286782a3134961191ec99e789e44b1591","2021-01-30 00:00:00.000"
"39266","13","1.0","1.00","1611739912","f4794c45ad2c1c3b10315034bfab8c996e5ae87dcc34ae0490de5c7b5e81eef7","2021-01-27 00:00:00.000"
"66709","18","6.0","6.00","1615285744","0a3e70411a5ed76c7e5057d69aeb7adc5a6b3e7dc01428ad39fa4c4da0eedde7","2021-03-09 00:00:00.000"
"39415","4","50.0","50.00","1611747258","5230d3cd40144e8865822da22420d41f52b8828039cd2eb827aba9de7a877f97","2021-01-27 00:00:00.000"
"62121","3","12.0","12.00","1614238312","4758d80c98c6cb551bbd5efb72da452dd1d363ad448c1a1d39ce6de5e8f0f86c","2021-02-25 00:00:00.000"
"66746","2","20.0","20.00","1615290680","0586625107d64bf391d29a0f92e977cb74cd7014cb5ee6e8961958edce6d976d","2021-03-09 00:00:00.000"
"52123","9","40.0","40.00","1612923433","4d5156723a5fcc8fbe83411eb269aaea8eb23d47aa0a14b68a51c1ba90d73d59","2021-02-10 00:00:00.000"
"60991","7","1.0","1.00","1613985449","eb1ee0bbc18de22de69042073bab90a512c1eb3fa8cf710bd30d63bd63ab6c6c","2021-02-22 00:00:00.000"
"66740","3","15.0","15.00","1615290032","6210fd539888670b35c284b4fc9ba5fa7346b627cefaabd9f9def3a0c05334fa","2021-03-09 00:00:00.000"
"61046","14","24.0","23.00","1613992276","59577a49b6e579fecdd14dedabb82666506ad87f057fa73aadc42134b18b9fc8","2021-02-22 00:00:00.000"
"61086","4","40.0","40.00","1613996030","7b9705a84d5cb4d884fed20e2b2f4ef4da8cbf0cef59c6c6f939f5ded10e8c63","2021-02-22 00:00:00.000"
"62028","12","5.0","5.00","1614223589","ae6814dff6aca6d4e609f2f2bd63f546c93c56f14340892391a7147b023669e7","2021-02-25 00:00:00.000"
"52205","7","20.0","20.00","1612929844","40912419787025ab84f09441a285102890334d94ae7c04a704785276ffff95c1","2021-02-10 00:00:00.000"
"60863","15","9.0","9.00","1613967512","8e5dd3ebabcaabffd114bd2d3c80f099cef5cde9d5fff72649cf7bc96defbb8f","2021-02-22 00:00:00.000"
"66776","17","11.0","11.00","1615293020","388134cba04932ef13e87d5180e3ded967f48b4b42156885322079061dcc906e","2021-03-09 00:00:00.000"
"35798","10","40.0","40.00","1611408873","16bad261b9c7b8a4b971ec5e6b7307ed6641788fb79deb88bc0e1e36893bf24a","2021-01-23 00:00:00.000"
"66677","19","20.0","20.00","1615274012","d1492ce38e06b50a140dd348b1b2127ddf286d071a112b2a7b2ee23fb2edcc6c","2021-03-09 00:00:00.000"
"66672","2","10.0","10.00","1615267260","c30f1109aef71e2134f75d71250b83bb540ddce784e01c699406ea564211690a","2021-03-09 00:00:00.000"
"62047","11","13.0","13.00","1614226549","0384a59fec5bb6071f336e17426f534b53ec580c924ed25670a4fdb1b13183c9","2021-02-25 00:00:00.000"
"66673","2","30.0","30.00","1615267573","c02d0483aa46cd786bdd539e13805e0bf0cc8b403619b0c4081bad4f7d0ce362","2021-03-09 00:00:00.000"
"52137","9","40.0","40.00","1612924182","49d1d16ca727e9742683e22c2bdce23523d644298b882449e5c6383550314de1","2021-02-10 00:00:00.000"
"52126","9","40.0","40.00","1612923575","4c09c4453b11b6dfd83985039ad3cdaa9e2b5b38cc02f52b97c7d99a68112c05","2021-02-10 00:00:00.000"
"66681","14","6.0","6.00","1615280170","114f7c4feffaffbe5cf420cac492a972d8719ea89f60257b1bccd89796d45334","2021-03-09 00:00:00.000"
"66678","6","15.0","15.00","1615274224","1f8ed5dcedb1d7388655f1eb10519a1b6c1fb1b5bf04c65fa43d6800c1a1d015","2021-03-09 00:00:00.000"
"35797","10","40.0","40.00","1611408814","4cc6e091b870626c23c486e3d6641873191ed0f5e6a195c9a63a771c16262a13","2021-01-23 00:00:00.000"
"52069","4","6.0","6.00","1612917120","eabe1ebf05ddfa9b2c16d752d632418286667be9969584c640aa47f843f2aa7c","2021-02-10 00:00:00.000"
"62005","10","1.0","1.00","1614218267","5da1387a03e649248bf9b2633024a1170f13a5a7d88bb48d5232500af32029f8","2021-02-25 00:00:00.000"
"62045","10","20.0","20.00","1614226309","e3003e7eb4272e3e54b85c6d6411694f7354805670ced3e4379e0aadc3a3cec6","2021-02-25 00:00:00.000"
"52178","19","8.0","8.00","1612928208","40023efdff1e417895066028b52886ee39a30ebe134ac0c0cce396a4a0aeae35","2021-02-10 00:00:00.000"
"60911","13","6.0","6.00","1613971505","4866b025b141ab2612b7fb15e810be1f4a434ca6e4962e5e1fc04d23946c1c20","2021-02-22 00:00:00.000"
"52124","9","40.0","40.00","1612923493","16ef7e90239998b0c75101f106714943562d8b364d6d92c93438bd4c6deb5088","2021-02-10 00:00:00.000"
"35793","10","20.0","20.00","1611408587","bb900627337ce2e8a1711151c64eb4402bfa2975139ef34b75af69dcbff02dac","2021-01-23 00:00:00.000"
"52179","19","1.0","1.00","1612928300","f16e0f51743ccc1fddf90fe9d275a023508f8cdeef3ce8335989a542d6fd3555","2021-02-10 00:00:00.000"
"52048","12","1.0","1.00","1612913284","029d231ddd1f124cc7f4712e7e95506ebbf86f795a83631efa7e835c32712ea1","2021-02-09 00:00:00.000"
"61085","10","7.0","7.00","1613995831","903844960b8df930625064ac6a8b75d84d2d8c15ec8d95bddddd91a1808f1c6c","2021-02-22 00:00:00.000"
"62011","12","20.0","20.00","1614220357","abd100e70e66b74cafc86dc9592bfb22b67a1a7dfc7f6ee62af6905963385e1b","2021-02-25 00:00:00.000"
"62070","2","5.0","5.00","1614230342","11addc4754ac60e2cf58465dcb3313a82eaab7d6c3838cf3f7de4b432f14cfd3","2021-02-25 00:00:00.000"
"52015","17","1.0","1.00","1612880840","fb3d5d3bbbaa060d89fe1d016c04b557f2648f235a3aaf90869e0b16b6a1fb86","2021-02-09 00:00:00.000"
"66680","7","10.0","10.00","1615278051","4410a91eee335cd58ca0e57027e2bdc21db94164df5dd777a8e7209ffff32c92","2021-03-09 00:00:00.000"
"66674","11","20.0","20.00","1615270572","cf2f75c276a0864121a871dc5e0c45743cd9a7da9ec434236976fbfa77259fcb","2021-03-09 00:00:00.000"
"60821","2","56.0","51.00","1613963485","31da0f592acbad4cad5880ee95c4d894551f2ed025ff808c9f7f2ba8132fffbf","2021-02-22 00:00:00.000"
"62032","6","20.0","20.00","1614224017","98ac8dcb861374b1fc6835d2dca3db000a960665fefb98c121e58d7067f4c609","2021-02-25 00:00:00.000"
"62130","12","16.0","16.00","1614240189","d22196e0c8c58d3bdb6f52a7be14a0d8ab8a923613e716304af9871151097a1c","2021-02-25 00:00:00.000"
"35725","7","10.0","10.00","1611399775","e42f82a23b3875bb7fb696cc83913c58b0d8a823bea2286f7ad8e33e59c60d15","2021-01-23 00:00:00.000"
"52144","2","1.0","1.00","1612925241","0880cd43d2b231465d0a34c77932ce11abfd17123e0317125a76354986cefe8b","2021-02-10 00:00:00.000"
"66656","6","6.0","6.00","1615253443","443a19bd6a7cd1bb2c110fd446ec0571a33dee97e246a1c066f7d52366a48022","2021-03-09 00:00:00.000"
"52131","9","40.0","40.00","1612923849","e04d7776a20b8851163f3f885ea988eccb5f8532d05c74383ec7caebb2ee4689","2021-02-10 00:00:00.000"
"52180","19","1.0","1.00","1612928335","89ea39c58fdd97c1281c7e036297f8eb893a6349f6bcc3f65284745c9796ead6","2021-02-10 00:00:00.000"
"61111","19","10.0","10.00","1613997707","d287edc3be6bf8dbf89e0a0ab0be131cfe2116edd0556e8ad3545dcec6346de4","2021-02-22 00:00:00.000"
"66780","11","12.0","12.00","1615293208","cafc5ccb876905e2db5ee41b6131cb80d81c2dc46fcfcfd5e476c399946f1d60","2021-03-09 00:00:00.000"
"66797","12","40.0","40.00","1615295310","32f238603667fc8568796ee8491fa285403f6b044ce0a6decec9686b54c625af","2021-03-09 00:00:00.000"
"61112","7","14.0","14.00","1613997993","91201e8b9ebe65751286908de9ed252eb3c21d4e5eff3d7c423dcbcecad0fe3e","2021-02-22 00:00:00.000"
"62021","9","10.0","10.00","1614222034","c211158b6d1ca8d97a7a3f57673c9526c80c7184b72a54360c14dc97f974facf","2021-02-25 00:00:00.000"
"62008","15","5.0","5.00","1614219913","40997486e8d2d796698ae9fb094db39aa19effcbb73c51cfc93d03e0589e9455","2021-02-25 00:00:00.000"
"62106","15","5.0","5.00","1614236707","6927e4461040acb3a0a835a129f4b0bad4a228dcadaa69045d4bb924c0e74e28","2021-02-25 00:00:00.000"
"61098","3","15.0","15.00","1613996579","d17b432ab58de03ad53dcc0516fe6d4f3e332e8be5ebf2cc2fd4558e05f9480e","2021-02-22 00:00:00.000"
"66675","19","1.0","1.00","1615271816","3d7c07c70c01d7d7dda4eb5b059d6ee4836cc95663f663e56555632605ad7124","2021-03-09 00:00:00.000"
"62006","10","20.0","20.00","1614218287","578ae5feb965335a90b2a1973572921c7cd4302664f35fdff364d5ae33d9a80a","2021-02-25 00:00:00.000"
"52130","9","40.0","40.00","1612923797","9b7a6aaad363527bb59ea68956af48255ac0cb3f76bf06fd5ad467341255944c","2021-02-10 00:00:00.000"
"52146","6","20.0","20.00","1612925468","cbbeead2bc9a4bd372c93022af8bf8664ff225679c30c13acccd4795236bb75a","2021-02-10 00:00:00.000"
"52170","6","40.0","40.00","1612927506","e90f62997e33b6fb6b3b99a1e03a5757512377fe3df337a84179cbb7d83c8d42","2021-02-10 00:00:00.000"
"52128","9","40.0","40.00","1612923753","790ede9fc893cf52ab891f15cb457bb873eb9c3fc5d49e9b85c543700d19d518","2021-02-10 00:00:00.000"
"51920","15","12.0","12.00","1612873172","b378b9ea1f0aed80d1a7dfc3f82b888a6e87518ccaf85259e6e31ae4330e9563","2021-02-09 00:00:00.000"
"62027","18","6.0","6.00","1614223361","e519e5c275b261ebae10de34d60291ee032dc92955b5747b4b19b7069d32f370","2021-02-25 00:00:00.000"
"62087","14","21.0","20.00","1614232768","448196e53cd93ea449a7479510f0fc8eb4c299b7ff0b4cad7fdc97b7f20a230f","2021-02-25 00:00:00.000"
"66781","11","6.0","6.00","1615293326","719c1f4cf382d3e40fb42ca4afac94e666a6785bc78aedf18cec1467727aa30f","2021-03-09 00:00:00.000"
"66671","2","10.0","10.00","1615267194","f91c91ca03d7481d61b7e54031c731a8c3cfb951953452aa4cfd5e3a1014c8c1","2021-03-09 00:00:00.000"
"66676","19","10.0","10.00","1615271856","addbe29c0b5ddf371e2648ca362189a1ddfcc7afa9c5ff98c266ca7c7bf555c0","2021-03-09 00:00:00.000"
"60970","6","5.0","5.00","1613980884","3d2f0996b1d0092f540f63b1fc8e235a431b66ebe219f4835cf362d512740229","2021-02-22 00:00:00.000"
"35796","10","40.0","40.00","1611408746","ffb7ff8f8d68ec13a61ae9fc6afaff0f703749ba908f51814a25e0443217c08b","2021-01-23 00:00:00.000"
"66741","10","10.0","10.00","1615290134","3a3f8d6a339e839cd3cd2f5dd1e2b337ac5cbe087a09f703b35b76124cece60a","2021-03-09 00:00:00.000"
"62166","6","10.0","10.00","1614246602","aae54b196c56ef5295e823a4b4c644d4f794e028b7974dfe72fa0d2e0c927f4e","2021-02-25 00:00:00.000"
"62167","6","20.0","20.00","1614246622","3da86f634432b20379b47ca73774835b562e2511daa5915b57ec78fd140ee4f5","2021-02-25 00:00:00.000"
"66679","11","1.0","1.00","1615276152","e4eb43f14b45a1c8faac8274e405b31fefada00c58d5cc0567d265b543200183","2021-03-09 00:00:00.000"
"60872","18","9.0","9.00","1613968543","76f8558cafd957a4892bedad4af38d509a39788beb889a34384ac925863b0478","2021-02-22 00:00:00.000"
"29292","2","1.0","1.00","1610783966","b7beca1530b8702f02673e48664b98f63be59bf6a24b445b536fcd3223cc354b","2021-01-16 00:00:00.000"
"52679","9","10.0","10.00","1612960940","134fc213fe94ddfcefea18a20ac16dfa366c0d04581fc05e7ebee0c8e0f4dbed","2021-02-10 00:00:00.000"
"66669","10","7.0","7.00","1615265055","5d3a35d4c58740e7c218b8aa38066628463d624bf63ead1b1c2e4cb3952c6f89","2021-03-09 00:00:00.000"
"50858","2","57.0","52.00","1612761347","f7d1c6e9a4bf82533c023697ebcff593453a5be0d50803531524d2ad1545b0e7","2021-02-08 00:00:00.000"
"66665","14","6.0","6.00","1615254925","08f3a477d1aa3f35eaa1ac2a28865c102cab0a95357d394b48ab9672a462430d","2021-03-09 00:00:00.000"
"62204","4","20.0","20.00","1614251504","32b9e7af031e98951cb643c6fba05de3eefa2dac113042f0cd7b9bf6d37830be","2021-02-25 00:00:00.000"
"52755","7","40.0","40.00","1612964255","53afc741dbd4f58fcf9deb030bee33b5973d8c89b5beac614a3f36baa0687fd6","2021-02-10 00:00:00.000"
"52362","11","10.0","10.00","1612940841","f8a20e863ae0bd291cf2af5cff335e0faaa84f10a8751d6ea1ae02a466c895ef","2021-02-10 00:00:00.000"
"52738","9","6.0","6.00","1612963092","d665fd71ed3526b8a03169b51e7af075dcf0a3d1ed69f54f834b3023ef03115c","2021-02-10 00:00:00.000"
"50803","6","10.0","10.00","1612755794","52b29f5c92fd9806f0a8941657605b0eb45064d7e3b06030b1d019bdff7cc714","2021-02-08 00:00:00.000"
"62049","4","50.0","50.00","1614226884","4c4db1ce1f423365584b61700d426c761838b7c888ea032b344104cf31088f5c","2021-02-25 00:00:00.000"
"52470","7","15.0","15.00","1612946688","29eb504f3d9ce9ad1f19cff82552c2bd34bb8c3a8389f2a29224cf545c4fd279","2021-02-10 00:00:00.000"
"62169","9","20.0","20.00","1614246783","f8342887df59589827b8c039eb497b124ee4891a1677e4d16e0e96a814806b65","2021-02-25 00:00:00.000"
"52623","15","5.0","5.00","1612958227","bdd6f266253afb6485b1a65c9ba13d1695ac1f20e5843c4f5cf2f1539f28b674","2021-02-10 00:00:00.000"
"52133","9","40.0","40.00","1612924083","61a608f791483dcbda71a8b32f19cda22c530731259127f195062da5f999330d","2021-02-10 00:00:00.000"
"35794","10","20.0","20.00","1611408612","c54588d06a50d354390a583687793542dd95c7f560163f2126227651e11682fd","2021-01-23 00:00:00.000"
"52519","10","12.0","12.00","1612951867","b0c8d4b0542a301ecdc6b5eb09a5ce13f5bc6839bf44976c186a0ca2077083e4","2021-02-10 00:00:00.000"
"60928","7","15.0","15.00","1613974502","d0e729e3c60dbe55c708966b36a979d260d4677320fe185bb8bbabb970b92ba5","2021-02-22 00:00:00.000"
