"id","terminal_id","tokens","cash","created_at","signature","__dt"
"36827","2","40.0","40.00","1611482203","936d8ff62198f163957e77d92cdfc658042a272a770607267be0f646df4b1ac9","2021-01-24 00:00:00.000"
"67228","15","20.0","20.00","1615420326","0a794ad562c6526be60a39c1bda3a4f8051bcbf3686965bfd3ed680520f28f1e","2021-03-10 00:00:00.000"
"35620","19","7.0","7.00","1611396649","5332c0b1945808a0d075ac9423126c50d092f6b2c36a36a31f6dea130aa5d711","2021-01-23 00:00:00.000"
"43260","19","20.0","20.00","1612073878","15ab054f56448f51fdfe2f682bb988abbae72250d92ad3eff2e043645ca7ef18","2021-01-31 00:00:00.000"
"33024","9","40.0","40.00","1611149609","4a747e8df5d7a5a4430e4185e921d5b1424d84e07f281514c9dd7a740c14de42","2021-01-20 00:00:00.000"
"36949","7","20.0","20.00","1611486360","c978824f54a8fdcb481dce299ec0629dcba444f744b93c9215dd330a23371b62","2021-01-24 00:00:00.000"
"61779","4","2.0","2.00","1614155458","5c389c2e3bf2262377a8c2e910a9606dc44caf8a4c3389db61dfd12cc27ddc7f","2021-02-24 00:00:00.000"
"58611","19","10.0","10.00","1613607042","0fe86558aaa4f0d92d824ce5aa27799b662cf03fd0c647877f1afaac83727ce1","2021-02-18 00:00:00.000"
"34668","14","10.0","10.00","1611368713","ad470e95e19ca19ad23b183cb7b8402037446cf6113e319eba1e086c5133e43f","2021-01-23 00:00:00.000"
"61668","8","33.0","32.00","1614137986","ac50a8dd4dfbe490870b153a9aec90b464df6105b24157388bdfb3b5e7a621e4","2021-02-24 00:00:00.000"
"35901","9","10.0","10.00","1611452635","40fa43a28c9cb39035722acad616cf8be78500c8936487815b783ebbe637483d","2021-01-24 00:00:00.000"
"32999","9","40.0","40.00","1611141545","1690a32d49093a03f5aa0e4ad044485699e603d1bc2d61e01b7576772894e5cf","2021-01-20 00:00:00.000"
"51906","7","1.0","1.00","1612872070","e8ad159d6e74191b1272d5ca827a660d2d8a310afa98763e16cf6d1b21d42608","2021-02-09 00:00:00.000"
"61738","5","1.0","1.00","1614149875","bd28dbc9681dce5546f3de36d4ebe5bab151b025d9f695cbf5ba97a6fa650eae","2021-02-24 00:00:00.000"
"42799","19","6.0","6.00","1612063644","a16f00a5448ba9c80a5844e3e909bbaa77109205dc66a17d187fb25ca811d9ed","2021-01-31 00:00:00.000"
"64345","14","51.0","50.00","1614764923","02944e05457acdc7e478da13c12f2722477720f35f991839c8be5f6a35824f4a","2021-03-03 00:00:00.000"
"64422","14","12.0","12.00","1614775167","834f7de418a93a93e162f6c3403c32ede8dea89a173dcda240e707f8a1fd6f5b","2021-03-03 00:00:00.000"
"44160","16","40.0","40.00","1612104884","ca356549fea778f5e08b58f5682c0a6f5b8990da98a22e99b7f1c6b4b3ed4d0c","2021-01-31 00:00:00.000"
"42707","3","8.0","8.00","1612059772","11b8de7ce892c019834d24b4c3415385f15b23ed69ed11cea7d641d8d60b26c6","2021-01-31 00:00:00.000"
"56764","19","20.0","20.00","1613351311","d314c9edb0ca330edb987643dd496c3b83345c1097ed41cd69bcfe6cbcb6ad75","2021-02-15 00:00:00.000"
"33011","4","40.0","40.00","1611143007","af2755b87a330fb873456cd85147718eb44c52c944d74deb37f88df79e97310c","2021-01-20 00:00:00.000"
"1","1","14.0",,,"testtxn","2021-02-24 00:00:00.000"
"60783","2","6.0","6.00","1613956737","b0e336b1a7ab0fa016f75e7ce4c9670191204ce2bbf84b224840f0cb1c1c20e4","2021-02-22 00:00:00.000"
"51905","7","10.0","10.00","1612872028","7e11659fc666a6c4c873069eee8b681b12ea647aab1682fee040efc2f765c1a0","2021-02-09 00:00:00.000"
"67031","14","3.0","3.00","1615361944","7fbb4eadec7f2963d64fa882437b8f81527a96abe90f8536ae8176e986c5156c","2021-03-10 00:00:00.000"
"58614","9","11.0","11.00","1613616460","861bb6549ed5206fde6f91a34e545a0a80fc040c2ab12064ecb29fa49824be6c","2021-02-18 00:00:00.000"
"36778","4","20.0","20.00","1611481099","862e16aa138ae36b317f1afba902a1c27d0df7271f5dca039653b59e57562039","2021-01-24 00:00:00.000"
"43860","15","5.0","5.00","1612088756","fca0138a729f6425b91fc1a99cb0347164632e4ad4a77b5f893c6b115a7325bb","2021-01-31 00:00:00.000"
"58633","5","14.0","14.00","1613646164","662e987bfb0316095a8e6d5b9105d14422d26c73fa6ee2fc75fede1ea7ae59d6","2021-02-18 00:00:00.000"
"67041","14","51.0","50.00","1615366571","1d9da78fdf9bc9adf0ec4575fb9c823034c3e9181a81e7816929e61d31a6282f","2021-03-10 00:00:00.000"
"42781","2","26.0","25.00","1612063204","ed57fb446f92941125f0de0229cef8b68df702ef9b7ed0f826d6a755a27ed412","2021-01-31 00:00:00.000"
"66418","15","20.0","20.00","1615190468","6072524644f1067bed96720bb895d8c35cf259bedc02378a18ee2b95aac6a1ab","2021-03-08 00:00:00.000"
"57024","12","13.0","13.00","1613371548","be53cd4c4cdd4a7e5f232e7a9dd886cace1b2ea6385d49cb932df2c4d78d07de","2021-02-15 00:00:00.000"
"66645","13","3.0","3.00","1615250130","e73aa0ac7a39934054db47f3fa217972c3866a6930eb244b0334b66c51b591ac","2021-03-09 00:00:00.000"
"58620","2","6.0","6.00","1613624754","e7a8bdf757db9c7173989f14260654b6025129eb626377ad9a4fe073756ab237","2021-02-18 00:00:00.000"
"61838","14","5.0","5.00","1614164410","5baa0c92d81c60cec94588e9fa7635647f8e3212b9631ecc56723f1f1f0168bd","2021-02-24 00:00:00.000"
"67137","3","15.0","15.00","1615381261","9ba5a387be8ef0444ee2cafac0fc9c9bfcadf07520ff1fb80338b2ac6b276c91","2021-03-10 00:00:00.000"
"35236","14","5.0","5.00","1611386792","8564a6a0d26131d8e6b150a43c164e4a2f1c17b91edcdd4bfcd21971f9064791","2021-01-23 00:00:00.000"
"51491","7","10.0","10.00","1612841217","6a5820083deef8483d92a708079c591bf6ab1e704bcc046708717344f232e846","2021-02-09 00:00:00.000"
"35074","5","7.0","7.00","1611381535","73f4b855626f9f0b52b21571e6ca65c6df0003d50fdcd5eb60f6cf86031acc24","2021-01-23 00:00:00.000"
"51553","4","4.0","4.00","1612844538","c3b9032a7c90d484676aad55325c678aa44fea316356653add02b80500bbdad1","2021-02-09 00:00:00.000"
"35418","15","6.0","6.00","1611392723","43b53a2bd7cdc3cff5b9132cf80a7b867090d9815ec7448812c16c550bb78341","2021-01-23 00:00:00.000"
"34748","12","22.0","21.00","1611372353","8c6fedc1d833024241712b2c4be5918b24cf2fe42c2566754976ccd8269075c4","2021-01-23 00:00:00.000"
"57085","18","9.0","9.00","1613374939","d09eac811063ee217b24792f5f6073969b384035832cdaae1f93c388a89c5d8a","2021-02-15 00:00:00.000"
"67060","6","20.0","20.00","1615369599","d2a97e176c9bb3438f4b66e6504afd0184fa4197808bef801bb7034f062a6abb","2021-03-10 00:00:00.000"
"66927","10","10.0","10.00","1615340553","76ae9b09cbc842d2b2286560106ea04608a625f6074c5aa593d9627ceb8188ee","2021-03-10 00:00:00.000"
"64266","14","51.0","50.00","1614750989","a93678ec3343f0f7aced95683b888c1c36266765737f9882a7bc361332c9a341","2021-03-03 00:00:00.000"
"42699","3","10.0","10.00","1612059653","b8bc17ea51cc86bbf5fd6317d1ea0f8faa678d0a244252a263aacc6e452b6ea9","2021-01-31 00:00:00.000"
"34989","12","20.0","20.00","1611378571","59a3d21a8c1760766dfa4a5369994a4d23fc8ad255ea08a25244fb1d149820f0","2021-01-23 00:00:00.000"
"66279","11","5.0","5.00","1615167187","29e38762e2efb328819b9114fa0d5721a09559d3e63de8a933d00a78805fd661","2021-03-08 00:00:00.000"
"51473","9","10.0","10.00","1612839741","0337d5c95b42658775b08255e29a1a4e66de742940c6490ec62cab186b61a549","2021-02-09 00:00:00.000"
"36880","2","41.0","40.00","1611484506","f0b069c12d6c5e09d51ba59ebf1b6296d59ac93243f30c7c837605cbe9f6e302","2021-01-24 00:00:00.000"
"36986","12","6.0","6.00","1611488596","c7f8ddbb23d73c819ce548322b3c774e46a2c169488c1b48654859a37ad2f084","2021-01-24 00:00:00.000"
"44145","16","40.0","40.00","1612102459","dc6f67c386133c5632430d25fc746e2e6d9c417dc475d4b57cbf6c142f43b7aa","2021-01-31 00:00:00.000"
"19846","3","6.0","6.00","1610091765","a520de194d49470224beba02047c9ef8992af58befad8dcc072899d8eef333b5","2021-01-08 00:00:00.000"
"34669","14","5.0","5.00","1611368841","96956ca03a2ea40c820a6e9245be8c8ff9d97976c45b2c5b092c784981d8b427","2021-01-23 00:00:00.000"
"64390","11","22.0","21.00","1614770925","610a1bad2aad69d452b7432584b24bc42ce830af9f73b40c9b940bed594d910f","2021-03-03 00:00:00.000"
"43418","11","10.0","10.00","1612078326","4f8fedc5d2fd182857fa2c2f5cc628d0c2e145f3305448c44837d4156ad63467","2021-01-31 00:00:00.000"
"51415","18","10.0","10.00","1612834723","6f99618a2fccfae972cdb8be56a56acbf5757919134a73c2b052f4c69200da51","2021-02-09 00:00:00.000"
"42748","5","5.0","5.00","1612061968","4f4cd348f4379acc6e7afd24b3ffe7eb731e513ffa5b758dea3c1e3be83edfd2","2021-01-31 00:00:00.000"
"64227","4","9.0","9.00","1614745312","6366471977859fc3c63229306c19c82cb5320aa7fc97ef9f0fd20eb2d8f6de6c","2021-03-03 00:00:00.000"
"43924","15","5.0","5.00","1612090484","d673fad00d5bc0e922cba59da3fac4b65195beb9cbe628cdaa02322619f7fd28","2021-01-31 00:00:00.000"
"66430","14","11.0","11.00","1615191551","82bc428caffd97117394f6a351ca43a6b169d7281562794bd57b4cfa7ea0b599","2021-03-08 00:00:00.000"
"51915","10","40.0","40.00","1612872741","144f4e20357b6535cc1c6ea8fd18a13a3e42d5e74b834e5bfee692a83a706b60","2021-02-09 00:00:00.000"
"66945","11","16.0","16.00","1615342527","1153d99208ce6a2cbbada04085b6ef6712b67c0598e92639368f3864d323de09","2021-03-10 00:00:00.000"
"66526","11","20.0","20.00","1615207282","2c3190744f1e105011821ce1245d296451cc551fde4a8911aab7ba1c31023b70","2021-03-08 00:00:00.000"
"32869","19","8.0","8.00","1611135590","d920408264e9de2eefc6d29f681b40faf000a00cc98a3b00c9130b16e7ed29bd","2021-01-20 00:00:00.000"
"36371","7","5.0","5.00","1611469575","a17545bd47bfcaf87d76b082c4e204920bfbfad719b64ffe615c23d6519bda30","2021-01-24 00:00:00.000"
"61682","18","7.0","7.00","1614139004","1633aca728aa682b3c864dc349fb85e912c7fe87705337e03d65074163ea130f","2021-02-24 00:00:00.000"
"36168","12","1.0","1.00","1611463334","dbab3a452b167cd9cd9bbf6f68c5ea977d170e9777524aaf2ef7da94dd852f5f","2021-01-24 00:00:00.000"
"67123","4","6.0","6.00","1615379325","8e5bedd8af708133e3a244be5dcf75ba6bf8488254672c7bd1be839721bc3a19","2021-03-10 00:00:00.000"
"20629","12","46.0","45.00","1610134337","8e60821085813030e3b3d99379b7a6603de6eda3d0173bb3e63d6f49f2782fb4","2021-01-08 00:00:00.000"
"39121","11","12.0","12.00","1611731814","1985ac7c8300ef8d2873071c6f2b452e2128a576daf729e73b1714932ce53cb8","2021-01-27 00:00:00.000"
"42880","4","8.0","8.00","1612064766","c9fa505b6b8450699ef2f7be01d4da78dda667061adbc79348628268d0e91074","2021-01-31 00:00:00.000"
"32478","18","22.0","21.00","1611114380","76dcd63a026433bbb9256cd34306445a2b1e3020b59818e713bcbd1366742925","2021-01-20 00:00:00.000"
"66312","6","20.0","20.00","1615175070","103bd106a4b4c6521e4ae1f9a36358165b070c2e5c3887ebac6a421826b6871e","2021-03-08 00:00:00.000"
"64411","14","16.0","16.00","1614773340","c681f268a197a290f1cf7a5085915bee4c55f7acf7043dc9d28eacb433f0e432","2021-03-03 00:00:00.000"
"39046","19","15.0","15.00","1611726980","39c58e66cb19a55c19316d1e757322005d74e7eec38dde71f5ced702380f9fc7","2021-01-27 00:00:00.000"
"36412","7","14.0","14.00","1611470509","8618d419f83a48de8cc3425d1eba7c9725aef4f6ce8c5e80d8fd2b2d3bbd901c","2021-01-24 00:00:00.000"
"1","1","7.0",,,"testtxn","2021-02-24 00:00:00.000"
"42782","19","6.0","6.00","1612063288","c7214502fa1cdbc4b835c9e74ac158e4940786daa4065b904b669ca2a4a8f3bb","2021-01-31 00:00:00.000"
"36158","11","10.0","10.00","1611462897","9206c94a1144f7bde8b330e2cf7bff4b6c3bc4c89316404aac8fdf3221ed1f25","2021-01-24 00:00:00.000"
"58619","6","15.0","15.00","1613623268","568e8d13973ec497c3b30c77804a7b50788bd7a491873d5b59eefc16787f626d","2021-02-18 00:00:00.000"
"61613","2","1.0","1.00","1614130902","27ca4cd62c33a481c147a76a0e8adc737bc451a3c99d1dc90d7ffc141bf3c7e3","2021-02-24 00:00:00.000"
"51660","2","25.0","25.00","1612853598","6f92860c47844f64a229af362077bdc2a91ebffbf46ddcc319152e86c8ccd5f5","2021-02-09 00:00:00.000"
"43448","15","17.0","17.00","1612078958","c9bc56dad375a0d1d7b6db2a027d8209fda0e6394a5a6cf9aa6914177b2a7d3c","2021-01-31 00:00:00.000"
"64355","11","10.0","10.00","1614766386","32b110e0398960cc7ad68d3245a3f50fcc09c0068ce6e8c502d53b16e66bb4f1","2021-03-03 00:00:00.000"
"64356","11","5.0","5.00","1614766398","8ea81fb6f65430c27a1d27e2177b2af4e364cdca9fc1ef2e523fb0432662d14e","2021-03-03 00:00:00.000"
"64357","14","20.0","20.00","1614766404","06904933d821ff7f2eaf994c77b2af363ab0b67a629df51a9075b7614910d1e5","2021-03-03 00:00:00.000"
"64147","11","20.0","20.00","1614731801","8356f782b765df33b4d3e424f9bde3b8e2cb29b777ae5816d72a824ec1186032","2021-03-03 00:00:00.000"
"64161","11","10.0","10.00","1614735371","41a9b7099e2b52bcedded030457346da6dc1c269001e377337f131cb58327415","2021-03-03 00:00:00.000"
"61904","2","5.0","5.00","1614171618","da45494583f3b51db619e9215c77366501e88d350d7548ffc3658ef81b70671d","2021-02-24 00:00:00.000"
"51595","19","20.0","20.00","1612848008","ee6e9bb2d1f3562cf7e2602405d94267720f33d339003a452a58ded3056d4ef5","2021-02-09 00:00:00.000"
"66897","5","14.0","14.00","1615334468","317533995fe63be433a6e83e170919112a0aaa5157a8b1247bee81b65c40361e","2021-03-10 00:00:00.000"
"66466","14","1.0","1.00","1615199088","e9722ce164b90fed875e1d7f6b51abfff03880a4c30831be7e9e57e966ca6f4f","2021-03-08 00:00:00.000"
"58625","6","20.0","20.00","1613631840","2f698da60a3c59355689023d7355104f318f8a8e05977c84f32bd03e6f948730","2021-02-18 00:00:00.000"
"66899","5","12.0","12.00","1615335812","f2fc44ca4f6bcdfebaf5d46d7c1057e60e1d3a14f88f3a927585c521f076451c","2021-03-10 00:00:00.000"
"67045","2","20.0","20.00","1615367560","a33c8f4f7f2363a2126c67d068178431b989512523b02dfbb97694da9e880348","2021-03-10 00:00:00.000"
"61831","14","10.0","10.00","1614163731","9e1cdea90947a2477d24bf0e58c90b90d6ba5247505a52d208fbcaaf23793ff8","2021-02-24 00:00:00.000"
"64358","11","8.0","8.00","1614766515","fcba3537a90c1963c2cd926676e1195d6e19c3a7d280cf65b73f6f5064bf1999","2021-03-03 00:00:00.000"
"20161","12","6.0","6.00","1610105488","b5410626ae305ed5dfc9d86375c30adc6737379b3e0eda1f61a6372ceaee29c8","2021-01-08 00:00:00.000"
"51806","18","1.0","1.00","1612865305","8d2296af95e31e4bd6042282ec0e1d2d8ea2876dabe9dca8a917be3e0659b629","2021-02-09 00:00:00.000"
"66250","10","15.0","15.00","1615162198","6b2ef1ec570edc5145b657cbbb46240389b0ea55e7141577fc70d027b1f608d2","2021-03-08 00:00:00.000"
"36063","11","1.0","1.00","1611459855","0e26b327c5ba055251d7f9c8767819babe48592a69d0fbada9d8ceb379b6c282","2021-01-24 00:00:00.000"
"61862","5","14.0","14.00","1614167247","ba2da1b373066605372af61343b5f85015e58d94ea9cd087311dda9f1b25a7ce","2021-02-24 00:00:00.000"
"66644","13","10.0","10.00","1615250087","5b9e81056b11b361d8844dbfac7f29dcaad47b0cc034bc68794d0c4f1b956fb3","2021-03-09 00:00:00.000"
"44148","16","40.0","40.00","1612103206","d01e01b02b68df894dadef74e7e5f4a9ba2dbb96ad92862a6f237d005dc95738","2021-01-31 00:00:00.000"
"39102","18","5.0","5.00","1611731340","5fb5cb2aa7e9382a43dc97e4625712e92c5d69a2b273cbc29ba3aa82e52dee38","2021-01-27 00:00:00.000"
"66591","4","40.0","40.00","1615212161","96c579731e1ae0d4263f438578440f43d249a7ca5edc88eeda2c511044d2c411","2021-03-08 00:00:00.000"
"32662","19","40.0","40.00","1611125230","c079fd33d4624dbd123c25a0fa5e8fcdf629819d41f72a3517c4000f45e29bd6","2021-01-20 00:00:00.000"
"66326","18","9.0","9.00","1615177210","8f7d192deb6a69b10c4dcfa2e714b46199491792bdbc5273899893c7f2b12562","2021-03-08 00:00:00.000"
"43821","19","55.0","50.00","1612088419","bfb4ceb1845ce35dffc3fafc35237e7696699f1dd5da4b921078289694a83112","2021-01-31 00:00:00.000"
"33026","9","40.0","40.00","1611149700","38f00fd95130dde2ac03b9969e5a6ad455574b34d7b00063ba9edcefba6e11b8","2021-01-20 00:00:00.000"
"61770","19","6.0","6.00","1614153351","e973f1d640227bf2a8b3d0f61ac367267bca306004834f1f744d86c0bb7fc8d7","2021-02-24 00:00:00.000"
"61573","14","6.0","6.00","1614125544","abe498d48c25101b7b9a041099b5d81c060b3eac24e40950c8970840ae9a7cc8","2021-02-24 00:00:00.000"
"66427","4","6.0","6.00","1615191415","1c47c886281a56827eccd59422af50ba478da97e0783073f7cc62b5acc46ba05","2021-03-08 00:00:00.000"
"61651","2","20.0","20.00","1614136586","e106d1ddc15f0fcc13cd04188c4536b386692fbef3589acf8107b41e6436bf51","2021-02-24 00:00:00.000"
"36038","14","40.0","40.00","1611459270","11df0271c8fe1ee54af1d1222305c241c1a891d2aa1a84ea7f00618ee203ca1a","2021-01-24 00:00:00.000"
"43385","15","20.0","20.00","1612077451","9d95d7e31dbd66bc525133d02ab799a22a485d4d658b917b3cf9b732b546a697","2021-01-31 00:00:00.000"
"43386","15","20.0","20.00","1612077473","86502546866418f75db6a72ce5587c8f8d23939aac3ddb1ff547879d4d250bac","2021-01-31 00:00:00.000"
"57117","14","3.0","3.00","1613376657","afc97b9564f0bde0f90c842a66ac0c5d33163c55e19575c102dbc5e39d09d1ca","2021-02-15 00:00:00.000"
"58613","2","10.0","10.00","1613611435","5740ca7a38afe39d0e91e9a910f3a8653b2db4afbfeba02ba86bd46d47b16530","2021-02-18 00:00:00.000"
"20412","16","1.0","1.00","1610112788","378bc01e28492b4b2822de6b454fd91276b3d49a7f0c955d9a2a339c16a54414","2021-01-08 00:00:00.000"
"34941","2","49.0","47.00","1611377815","b69667525bbc6a9fe392eec8d331a0652eea0ab114cf3551a97eb5fccb9b8331","2021-01-23 00:00:00.000"
"36279","19","40.0","40.00","1611465999","b0320929eeb677492432ce5192cc19d26787eb1f1132ffcca991e21f84685668","2021-01-24 00:00:00.000"
"66954","19","1.0","1.00","1615344489","70951df971f921eb2a37dc2bc00aff204f82262d2038ad3f9afda154fff313a5","2021-03-10 00:00:00.000"
"43651","2","5.0","5.00","1612085278","f16553c2947837c7b66e1d18107daa2c96749a4af9ac0568af8720c9605b235b","2021-01-31 00:00:00.000"
"67093","2","20.0","20.00","1615375789","cf1d7a2f0caa2ac4fdc7b598d4c6b2942576b6f240444277df0edc4bc0b1f7f8","2021-03-10 00:00:00.000"
"64230","15","10.0","10.00","1614746010","3aa23c9610fcb4971d7ce48dc2117e522c82d95b82bf9bada812418d80a941cb","2021-03-03 00:00:00.000"
"27795","4","23.0","22.00","1610611601","9f3b62a7c7b2cb7d5119e5b10a55f6cd4372bab959e7754994d48d91688652f1","2021-01-14 00:00:00.000"
"58617","10","8.0","8.00","1613622022","1df6a1db52ab1371100d3c1aa200b867bd36c9433c279b6c76cc51240802c04c","2021-02-18 00:00:00.000"
"66530","11","5.0","5.00","1615207579","9c417d3db92575ed06e53b5f1c589eaeacb976715f38fca488c383e6a54f577b","2021-03-08 00:00:00.000"
"20630","12","12.0","12.00","1610136059","bd80cc39780543e801992b2feb13203411658c128e828406dc46718a544bfd92","2021-01-08 00:00:00.000"
"19919","3","6.0","6.00","1610094220","b48a46befccbd1f63ee98eb1f907aa4ae6492b7ce970b81fbe4a67c66817f35c","2021-01-08 00:00:00.000"
"51472","6","35.0","35.00","1612839580","19a17043266d6b022cf1d143d08835e3dd3491b82c1e77c92983d8ab1e00f976","2021-02-09 00:00:00.000"
"34667","12","20.0","20.00","1611368556","e1cd969f99f81881b70e1ae42bc3b19363861e668451e9832b13d7ec16ad78ca","2021-01-23 00:00:00.000"
"66614","6","3.0","3.00","1615236657","6e8659edec014d3d10af4ef9c8accea5e1d204dfacb72e4802ddb417fbfb1060","2021-03-08 00:00:00.000"
"58634","17","8.0","8.00","1613651428","2cac2fac2342f72122ad5275c6cd21916e23de6754f413026795eb752d68b915","2021-02-18 00:00:00.000"
"64354","14","20.0","20.00","1614766365","476558fb3dc4e6b32f78055a0cf254fd2483a3b2df08213ea53c0cf2d2cb3049","2021-03-03 00:00:00.000"
"58636","4","6.0","6.00","1613658006","5dd0b44d07f059e7583c470c7fb73c38e84f7517856e44bd2385b8de10844d09","2021-02-18 00:00:00.000"
"39004","18","6.0","6.00","1611724117","e2f72262434cea87a85590b10857f38ee4b925b21b1d35260f411922c0337d1b","2021-01-27 00:00:00.000"
"39075","4","20.0","20.00","1611729065","0a329b8bd764564e45006b0b9ca34da6616878884fb87cbcd8434c85321624c7","2021-01-27 00:00:00.000"
"35004","12","20.0","20.00","1611379038","0193d6af5806afe50645684d2ed33d742c5c0d8990d83fad5231edfb80391aba","2021-01-23 00:00:00.000"
"33033","9","6.0","6.00","1611183611","5c70337a89d78638badd414f989be1b3aa80233c8d4e238c5b43553813b74019","2021-01-20 00:00:00.000"
"58612","5","27.0","26.00","1613608092","b2cc0030f9e21b4346573f4818813b903e6a49ee131fcd05eeabad789c1b3827","2021-02-18 00:00:00.000"
"43501","15","6.0","6.00","1612081036","d9f140ef3a67043c497fa2dbf7c963192f2b9f6e40395efbd470274a8669991f","2021-01-31 00:00:00.000"
"32381","2","6.0","6.00","1611109111","1db73f6edfb9b4f3b8bfa417c3389f3eea8ba63189f30706673813c671976829","2021-01-20 00:00:00.000"
"58626","6","20.0","20.00","1613632221","0ce0652017d62d98389ae505a3b5d3e4020316026a8adf29c3591995a2c8d7c8","2021-02-18 00:00:00.000"
"43171","9","14.0","14.00","1612071848","cc1a625f1f324909003901c359471c87edb6901b6268807ff70a3dc76158d710","2021-01-31 00:00:00.000"
"51515","4","18.0","18.00","1612842932","b3f1a2ed5292e7774d2556299981921f53ced2548300bf5997f75928252a8cbd","2021-02-09 00:00:00.000"
"43058","14","21.0","20.00","1612068802","da3ee520b34f35ef33a6d1f599ac50fd2434275e2c5a949a050f78f76e145cee","2021-01-31 00:00:00.000"
"64395","2","20.0","20.00","1614771048","9ae141bf16e361a0be4069eb13e1af58aabb84f7c2b7acae6f02a90411249da1","2021-03-03 00:00:00.000"
"58627","7","20.0","20.00","1613632599","5380b84d529a0c82b141a66941779018bc73d3ef642c527fde3ca1419609e7f1","2021-02-18 00:00:00.000"
"67107","4","8.0","8.00","1615377541","671ae940fa40a0d53ae5f3b7cc6772c89bd0c43e32455f38d3c87c0d21d303d9","2021-03-10 00:00:00.000"
"66474","9","6.0","6.00","1615201163","05e34e7f6a103f48096e2f6e1fa01fcd58cbff5acf252bc2e0d494a1ad84737e","2021-03-08 00:00:00.000"
"44000","7","6.0","6.00","1612093164","50ad8b5587a65c1105dc15f7673d891c14ec5f5cbb9bdd91814729d9266cdbce","2021-01-31 00:00:00.000"
"56982","2","5.0","5.00","1613367679","964670673aba5dc6a9871ed79d70f832d84bb5b591f5dd5cdd1f9304d5fda747","2021-02-15 00:00:00.000"
"66602","2","10.0","10.00","1615214828","2ff5fe4018544c2321999c99f4702e9660769b6c60792eac011157b68a8f8573","2021-03-08 00:00:00.000"
"43644","2","1.0","1.00","1612085100","fb5da8799c25d69d5f3aa7365e7ee28ad4f6b4c502ea2623f4a1a766e63c052e","2021-01-31 00:00:00.000"
"36348","9","40.0","40.00","1611468750","b0f45dcaf14940f841c4222e701e4ffa41ded78264ca7a3e28a7ff2b4bf461cd","2021-01-24 00:00:00.000"
"66400","4","8.0","8.00","1615189553","4fd47fd3d17417bb8a911b59880459af9076c13e0dc973d1977e7d037a3215cd","2021-03-08 00:00:00.000"
"61743","19","7.0","7.00","1614150199","9aaf4d652d5e2d47a3a29b73f5615687077880fd2fa92eea44725ade3c8bc1ca","2021-02-24 00:00:00.000"
"51803","18","6.0","6.00","1612865086","c9a03920893ffc6e36151b4f32213c8c1bfbaa1bc3795b474fc3878669589f1f","2021-02-09 00:00:00.000"
"43756","11","10.0","10.00","1612086555","59606aacc98dbdb375c90e9c2f8f42e7a0543e249420995dac027fe11eb0f017","2021-01-31 00:00:00.000"
"64296","14","25.0","25.00","1614757742","99efb65b2c8a33e21645c4945b4f27d3ac9fcd87e1ea8f096f7841bfea1e3393","2021-03-03 00:00:00.000"
"36349","7","20.0","20.00","1611468789","0a0ffce84efd4d43d7df5cc76aab7e03ac22fb5b647598c5ad8b92b822e54474","2021-01-24 00:00:00.000"
"51834","7","6.0","6.00","1612867128","f383c8698c82e03d92ab2a10e777c49d4b7c8a19ec82925d8ede615f11addd8f","2021-02-09 00:00:00.000"
"35301","19","5.0","5.00","1611388593","e9958765aba80e38d38a1e25b269d4b0f50ec4e8f3dd2f0e3596a7c872198453","2021-01-23 00:00:00.000"
"51524","7","20.0","20.00","1612843221","3ad07f3a62c7ce32272aaaa83fb34b7fdad2b19fe269f999449ca5b6ff9d6326","2021-02-09 00:00:00.000"
"35168","14","20.0","20.00","1611384527","30891bbde1cf1fde0f6ea9cdc57bd6f0d76eef20da60f993e5fbc5c09a990854","2021-01-23 00:00:00.000"
"58630","14","9.0","9.00","1613638094","4f2a4236d57cd76d3703eff56e522a27d4b0e41dd77a9bbf27e9937183d608fe","2021-02-18 00:00:00.000"
"51659","11","15.0","15.00","1612853518","d62f2b4d3fd11d31bc5d74ba136a528dc4c07e831830265fcdf919dd9bd81cba","2021-02-09 00:00:00.000"
"66268","11","10.0","10.00","1615165118","95496f990963851240f5cc5bdaf27287b2ea78cebffcd6cb4526828730aca1d2","2021-03-08 00:00:00.000"
"66260","19","6.0","6.00","1615163207","56455d66f4714eff1a5f84471391826213de53d80f30e02dce7f511127be49fb","2021-03-08 00:00:00.000"
"1","1","2.0",,,"testtxn","2021-02-24 00:00:00.000"
"43664","2","20.0","20.00","1612085409","93aba6b74d80055cee4fb3ed87e040be65f4df76eaf90b82b2c94c0e2ef5c077","2021-01-31 00:00:00.000"
"19745","2","1.0","1.00","1610087272","75d076fdccd365f663eb7f47e74a014d134b0ecf9f1dbd7f04d9d97ba9624bcf","2021-01-08 00:00:00.000"
"36304","15","13.0","13.00","1611467331","9caf6c7d6e9a5ee363117f9b1023f53a47a85c7519a84713a98662c08699ddf0","2021-01-24 00:00:00.000"
"20236","19","10.0","10.00","1610108778","e5996808298e0170f09b103f39c718ef7a8320e438c99af4f01027dc92642a21","2021-01-08 00:00:00.000"
"61896","14","6.0","6.00","1614170864","f1665dbf5baa66afdaeb5dd18c2a370d2b92eadd5d328e1960c1e2cec53e72c9","2021-02-24 00:00:00.000"
"51805","18","1.0","1.00","1612865258","a64e94661a5e5dabe8938a47681965ba1ddd23275f13ea6bf62b8065c88bbe06","2021-02-09 00:00:00.000"
